ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Number_Object_Number	Parent_bf1
5	144	578.222123104	525.566458519	144	-109
5	145	687.274687855	522.480136209	145	-108
5	146	302.14622057	522.539033457	146	-107
5	147	631.796926454	523.957189901	147	-106
5	148	82.8066225166	522.77218543	148	-105
5	149	138.358437936	522.578800558	149	-104
5	150	742.906169666	523.920308483	150	-103
5	151	247.188780053	577.120213713	151	-102
5	152	633.980684811	577.583845478	152	-101
5	153	82.7303921569	577.010784314	153	-100
5	154	688.257170172	577.15583174	154	-99
5	155	28.2583170254	578.016634051	155	-98
5	156	192.067101584	578.29916123	156	-97
5	157	413.090329437	577.047821467	157	-96
5	158	138.092530658	577.632107023	158	-94
5	159	357.654692932	577.133256083	159	-93
5	160	302.785103785	577.788766789	160	-92
5	161	467.596658711	578.330548926	161	-91
5	162	522.347447073	577.460772105	162	-90
5	163	797.433532934	578.435928144	163	-89
5	164	742.873619632	579.439263804	164	-88
5	165	137.058039962	631.496669838	165	-87
5	166	192.040935673	632.098440546	166	-86
5	167	302.521543986	633.144524237	167	-85
5	168	30.0383104126	632.729862475	168	-84
5	169	81.8261351052	632.348837209	169	-83
5	170	412.825568797	632.310942579	170	-82
5	171	522.605853659	632.828292683	171	-81
5	172	632.518485122	633.118124436	172	-80
5	173	797.981277533	631.974669604	173	-79
5	174	247.269650655	632.868995633	174	-78
5	175	467.830595483	633.055441478	175	-77
5	176	577.032731377	632.902934537	176	-76
5	177	741.815920398	632.573383085	177	-75
5	178	356.901408451	633.046478873	178	-74
5	179	687.809078772	632.847797063	179	-73
5	180	28.89	687.090909091	180	-71
5	181	82.6816059757	687.244631186	181	-70
5	182	357.702678571	687.194642857	182	-69
5	183	466.95489549	687.01430143	183	-68
5	184	302.292896175	687.356284153	184	-67
5	185	797.642162162	686.47027027	185	-66
5	186	136.980769231	687.602941176	186	-65
5	187	412.809898763	687.673790776	187	-64
5	188	520.837579618	688.753715499	188	-63
5	189	633.554229935	688.090021692	189	-62
5	190	687.626229508	687.898360656	190	-61
5	191	247.061728395	688.480359147	191	-60
5	192	577.753120666	687.162274619	192	-59
5	193	743.145631068	688.024271845	193	-58
5	194	192.560686016	688.203166227	194	-57
5	195	26.979020979	742.754370629	195	-56
5	196	467.608455882	742.146139706	196	-55
5	197	80.3572834646	742.861220472	197	-54
5	198	138.901846453	743.090379009	198	-53
5	199	247.128939828	742.600764088	199	-52
5	200	303.142011834	742.971400394	200	-51
5	201	412.332686712	743.136760427	201	-50
5	202	522.791805094	742.471760797	202	-49
5	203	577.587378641	743.232038835	203	-48
5	204	358.127187865	742.467911319	204	-47
5	205	632.392935982	743.05187638	205	-46
5	206	687.341658342	743.651348651	206	-45
5	207	741.985294118	742.20361991	207	-44
5	208	192.390080429	742.022788204	208	-43
5	209	797.542675159	742.338853503	209	-42
5	210	467.22079314	795.807073955	210	-41
5	211	688.58120438	797.429744526	211	-40
5	212	742.640127389	796.687898089	212	-39
5	213	138.353585657	797.806772908	213	-38
5	214	302.506077348	796.533701657	214	-37
5	215	632.29204431	796.900302115	215	-36
5	216	192.535589265	797.829638273	216	-35
5	217	248.519453207	798.141955836	217	-34
5	218	357.095336788	798.232124352	218	-33
5	219	411.845381526	798.503012048	219	-32
5	220	798.500586166	796.921453693	220	-31
5	221	28.0	797.728773585	221	-30
5	222	522.77672209	797.977434679	222	-29
5	223	80.2058432935	798.083665339	223	-28
5	224	576.907862408	798.648648649	224	-27
6	1	301.654723127	27.111834962	1	1
6	2	578.271788991	27.5848623853	2	2
6	3	83.1480484522	27.2045760431	3	3
6	4	412.780821918	26.0684931507	4	4
6	5	687.278989667	27.5752009185	5	5
6	6	796.282308657	27.0075282309	6	6
6	7	137.566625156	27.7322540473	7	7
6	8	358.059854015	26.6233576642	8	8
6	9	632.841032609	27.3980978261	9	9
6	10	26.4145234493	27.3585476551	10	10
6	11	522.204137931	27.5020689655	11	11
6	12	247.455357143	29.2901785714	12	12
6	13	466.887905605	29.3215339233	13	13
6	14	191.76242236	28.8788819876	14	14
6	15	741.612857143	29.45	15	15
6	16	82.7218543046	81.9668874172	16	16
6	17	137.84729064	82.5701970443	17	17
6	18	797.695767196	81.3544973545	18	18
6	19	26.7724230254	82.1204819277	19	19
6	20	192.508287293	81.7955801105	20	20
6	21	467.298719772	81.9174964438	21	21
6	22	687.290106952	83.6363636364	22	22
6	23	247.165898618	82.9247311828	23	23
6	24	302.348024316	83.6930091185	24	24
6	25	357.48470948	83.6146788991	25	25
6	26	522.25	82.4254658385	26	26
6	27	577.354285714	81.9904761905	27	27
6	28	631.577142857	83.3314285714	28	28
6	29	742.112820513	82.9435897436	29	29
6	30	411.907630522	83.6967871486	30	30
6	31	193.039426523	137.200716846	31	31
6	32	412.382397572	135.584218513	32	32
6	33	137.711111111	137.351633987	33	33
6	34	303.467153285	138.160583942	34	34
6	35	357.368159204	137.800995025	35	35
6	36	466.555555556	137.484224966	36	36
6	37	578.619875776	137.78136646	37	37
6	38	631.546853147	137.314685315	38	38
6	39	27.8461538462	138.670940171	39	39
6	40	81.9834834835	138.656156156	40	40
6	41	523.333787466	138.816076294	41	41
6	42	797.947692308	137.495384615	42	42
6	43	247.194650817	139.304606241	43	43
6	44	686.904761905	139.35006435	44	44
6	45	742.299173554	139.123966942	45	45
6	46	576.695991091	192.139198218	46	46
6	47	136.802222222	194.361111111	47	47
6	48	357.209125475	191.416983523	48	48
6	49	246.684587814	192.154121864	49	49
6	50	412.164285714	191.438571429	50	50
6	51	467.057387057	192.978021978	51	51
6	52	631.75957121	191.675344564	52	52
6	53	742.420306966	192.769775679	53	53
6	54	27.5333333333	193.561728395	54	54
6	55	81.8273657289	193.030690537	55	55
6	56	301.527407407	192.577777778	56	56
6	57	797.461971831	192.425352113	57	57
6	58	192.431593794	193.530324401	58	58
6	59	687.649497487	194.270100503	59	59
6	60	522.68288854	193.144427002	60	60
6	61	138.580528846	247.564903846	61	61
6	62	412.636459431	247.873551106	62	62
6	63	28.2267379679	248.143315508	63	63
6	64	303.176638177	246.394586895	64	64
6	65	578.305755396	246.972422062	65	65
6	66	246.651324965	247.133891213	66	66
6	67	741.566176471	248.0	67	67
6	68	798.233962264	248.659119497	68	68
6	69	83.2912873862	247.814044213	69	69
6	70	192.680672269	247.168067227	70	70
6	71	521.489768076	248.383356071	71	71
6	72	631.767722474	247.073906486	72	72
6	73	686.150141643	247.264872521	73	73
6	74	467.24512987	247.826298701	74	74
6	75	356.978971963	248.341121495	75	75
6	76	357.283369803	303.2702407	76	76
6	77	27.4331210191	302.527388535	77	77
6	78	411.495879121	301.997252747	78	78
6	79	523.720990874	301.813559322	79	79
6	80	82.345	303.9625	80	80
6	81	686.984825493	302.693474962	81	81
6	82	797.761346999	302.428989751	82	82
6	83	137.578078078	303.268768769	83	83
6	84	303.14115899	302.558692422	84	84
6	85	742.789267016	304.069371728	85	85
6	86	191.437837838	304.844594595	86	86
6	87	246.858187135	304.637426901	87	87
6	88	577.683486239	303.848623853	88	88
6	89	631.380319149	301.457446809	89	89
6	90	467.538461538	302.879120879	90	90
6	91	688.47314578	357.029411765	91	91
6	92	741.514251781	357.086698337	92	92
6	93	27.4694708277	357.271370421	93	93
6	94	246.493644068	359.582627119	94	94
6	95	467.126453488	356.489825581	95	95
6	96	797.672340426	356.49787234	96	96
6	97	192.07503075	358.313653137	97	97
6	98	301.892413793	358.08137931	98	98
6	99	357.424336973	357.508580343	99	99
6	100	411.904829545	358.572443182	100	100
6	101	522.064846416	356.720136519	101	101
6	102	577.376262626	357.877525253	102	102
6	103	632.090634441	357.084592145	103	103
6	104	135.092624357	357.332761578	104	104
6	105	83.125	358.863095238	105	105
6	106	82.0675844806	411.838548185	106	107
6	107	247.629388817	411.590377113	107	108
6	108	26.7794336811	411.052160954	108	109
6	109	357.530718954	412.735947712	109	110
6	110	412.775572519	412.264122137	110	111
6	111	466.068965517	413.476127321	111	112
6	112	687.534090909	412.300324675	112	113
6	113	137.31359354	414.053835801	113	114
6	114	192.250384025	412.740399386	114	115
6	115	302.460708783	412.510015408	115	116
6	116	521.735766423	412.989781022	116	117
6	117	631.965678627	413.03276131	117	118
6	118	742.456934307	413.823357664	118	119
6	119	798.431034483	414.428381963	119	120
6	120	576.703225806	413.524193548	120	121
6	121	192.417910448	465.537313433	121	122
6	122	247.677922078	466.144155844	122	123
6	123	356.294117647	467.290362954	123	124
6	124	578.213953488	467.751162791	124	125
6	125	633.281839623	467.581367925	125	126
6	126	688.040841584	467.076732673	126	127
6	127	796.761127596	466.93620178	127	-128
6	128	412.394843962	468.514246947	128	-127
6	129	522.649295775	467.878873239	129	-126
6	130	27.370212766	468.54893617	130	-125
6	131	81.496835443	467.873417722	131	-124
6	132	137.121311475	467.721311475	132	-123
6	133	467.69787234	468.15177305	133	-122
6	134	302.417886179	468.235772358	134	-121
6	135	742.953103448	469.452413793	135	-120
6	136	466.891420912	521.060321716	136	-119
6	137	576.569037657	520.836820084	137	-118
6	138	687.074592075	522.614219114	138	-117
6	139	632.131313131	521.533910534	139	-116
6	140	742.393530997	522.117250674	140	-115
6	141	82.5889487871	523.595687332	141	-114
6	142	138.007002801	522.831932773	142	-113
6	143	247.68543956	522.831043956	143	-112
6	144	797.11961057	522.178025035	144	-111
6	145	192.963898917	522.068592058	145	-110
6	146	356.777629827	523.96138482	146	-109
6	147	412.42384106	523.649006623	147	-108
6	148	519.710120069	522.10806175	148	-107
6	149	26.9636963696	523.886138614	149	-106
6	150	301.675540765	523.074875208	150	-105
6	151	138.183448276	576.246896552	151	-104
6	152	797.876276958	577.684449489	152	-103
6	153	191.762936221	578.38267148	153	-102
6	154	357.681233933	577.811053985	154	-101
6	155	632.833333333	576.293209877	155	-100
6	156	687.617312073	578.644646925	156	-99
6	157	741.930203046	577.376903553	157	-98
6	158	27.8413173653	577.053892216	158	-97
6	159	303.347826087	578.758893281	159	-96
6	160	467.675637394	578.075070822	160	-95
6	161	522.294360385	578.449793673	161	-94
6	162	577.693163752	576.848966614	162	-93
6	163	82.5139372822	577.977351916	163	-92
6	164	248.223776224	577.876456876	164	-91
6	165	410.739534884	578.78372093	165	-90
6	166	195.162692847	632.319775596	166	-89
6	167	81.9842406877	630.73782235	167	-88
6	168	633.057007126	632.751781473	168	-87
6	169	26.3966623877	632.279845956	169	-86
6	170	247.45308311	632.310991957	170	-85
6	171	302.039189189	631.862162162	171	-84
6	172	412.885456885	632.558558559	172	-83
6	173	577.043062201	633.020334928	173	-82
6	174	687.589327146	633.590487239	174	-81
6	175	742.419491525	631.625706215	175	-80
6	176	357.598893499	632.514522822	176	-79
6	177	467.409448819	631.971653543	177	-78
6	178	522.380141844	632.510638298	178	-77
6	179	796.487179487	634.326585695	179	-76
6	180	138.325	632.85	180	-75
6	181	468.065868263	686.156886228	181	-74
6	182	797.088157895	685.686842105	182	-73
6	183	248.893644617	686.787289235	183	-72
6	184	357.654592497	686.486416559	184	-71
6	185	635.202396804	686.069241012	185	-70
6	186	81.4471649485	687.62757732	186	-69
6	187	137.144670051	687.757614213	187	-68
6	188	411.661684783	688.0	188	-67
6	189	522.417682927	686.077743902	189	-66
6	190	577.921492921	687.066924067	190	-65
6	191	192.535251799	688.025899281	191	-64
6	192	301.846041056	687.258064516	192	-63
6	193	686.31640625	688.170572917	193	-62
6	194	26.6826783115	688.918486172	194	-61
6	195	742.372708758	686.890020367	195	-60
6	196	82.6097201767	740.332842415	196	-59
6	197	192.909333333	741.208	197	-58
6	198	577.831952663	742.215384615	198	-57
6	199	796.110969388	741.360969388	199	-56
6	200	137.349030471	742.457063712	200	-55
6	201	412.658402204	742.241046832	201	-54
6	202	632.553789731	742.667481663	202	-53
6	203	742.042407661	742.701778386	203	-52
6	204	26.1779053085	742.364418938	204	-51
6	205	466.730205279	741.900293255	205	-50
6	206	301.581081081	743.735735736	206	-49
6	207	357.891891892	742.535771065	207	-48
6	208	522.488372093	742.973643411	208	-47
6	209	688.684210526	743.587719298	209	-46
6	210	247.234421365	744.330860534	210	-45
6	211	742.348033373	795.318235995	211	-44
6	212	247.539700806	796.83429229	212	-43
6	213	357.758364312	796.762081784	213	-42
6	214	137.186177715	796.708039492	214	-41
6	215	192.704188482	797.654450262	215	-40
6	216	412.313751669	797.101468625	216	-39
6	217	82.3905579399	798.217453505	217	-38
6	218	633.071428571	798.369747899	218	-37
6	219	687.014516129	797.101612903	219	-36
6	220	27.0764705882	798.608823529	220	-35
6	221	302.344773791	797.68174727	221	-34
6	222	522.725631769	799.59566787	222	-33
6	223	578.051136364	798.654829545	223	-32
6	224	796.981358189	798.849533955	224	-31
6	225	467.514877102	799.781371281	225	-30
7	1	82.4620689655	27.8285714286	1	1
7	2	27.8561643836	28.6815068493	2	2
7	3	82.2429378531	82.8465160075	3	3
7	4	27.384013901	84.0486533449	4	4
7	5	26.7736220472	136.817913386	5	5
7	6	82.7128060264	138.84086629	6	6
7	7	82.6730219256	192.723546235	7	7
7	8	27.9339525284	192.038183695	8	8
7	9	26.4038461538	249.391304348	9	9
7	10	82.3972194638	248.078450844	10	10
7	11	28.1753303965	303.25814978	11	11
7	12	83.1628140704	306.365829146	12	12
7	13	82.9504048583	359.745951417	13	13
7	14	82.0494437577	410.156983931	14	14
7	15	28.0577740017	466.536108751	15	15
7	16	82.992599445	465.740055504	16	16
7	17	26.659047619	523.328571429	17	17
7	18	82.1124586549	522.562293275	18	18
7	19	82.2785046729	577.901869159	19	19
7	20	27.3225499524	580.030447193	20	20
7	21	82.5956375839	631.98238255	21	21
7	22	27.2629441624	632.593908629	22	22
7	23	27.3157894737	687.209533267	23	23
7	24	26.9003476246	740.950173812	24	24
7	25	27.1804670913	797.804670913	25	25
