ImageNumber	ObjectNumber	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity	Children_BF_cells_on_grid_pre_Count	Children_BF_on_grid_rect_Count	Location_Center_X	Location_Center_Y	Number_Object_Number
2	214	786	302.0	797.0	1.0006806126	0.237887354526	1.0	0.767578125	0.913656410792	32.11919999	31.9061122671	15.1327459504	5.53469838595	5.0	30.405591591	31.197146092	59.0517049478	103.974	0.957952468007	1	1	302.65648855	797.264631043	214
2	215	681	359.0	797.0	1.00253364366	0.342238405404	1.0	0.78275862069	0.900402796454	30.4085298574	30.083217913	14.0	5.18123312183	4.472135955	28.0	28.572254562	65.7204418918	97.49	0.956460674157	1	1	358.497797357	796.929515419	215
2	216	811	797.0	797.0	1.00119317006	0.29744931611	1.0	0.767992424242	0.917589410026	32.9038410708	32.6955654485	15.2643375225	5.61305938719	5.0	30.405591591	31.4145345906	62.6003081031	105.388	0.95806261075	1	1	797.395807645	797.944512947	216
2	217	668	26.0	798.0	1.00160549312	0.305583484112	1.0	0.767816091954	0.886339239015	29.9158943423	29.4278779391	14.0	5.12155732777	4.472135955	28.0	28.4848761296	-86.7344950077	97.318	0.952245188881	1	1	26.2350299401	797.597305389	217
2	218	690	412.0	797.0	1.00018953852	0.188329042774	1.0	0.766666666667	0.889494128488	29.9303720884	29.8328677804	14.5602197786	5.22144345574	4.472135955	28.7767267075	29.3947976509	-84.1484458094	98.732	0.95567867036	1	1	412.039130435	797.304347826	218
2	219	686	467.0	797.0	1.00016352328	0.154681656912	1.0	0.815695600476	0.945405649154	29.7561058503	29.7321374946	14.7648230602	5.25308835838	5.0	28.0	29.3979721988	-48.7912682706	95.49	0.967559943583	1	1	467.010204082	796.998542274	219
2	220	613	83.0	799.0	1.0063122599	0.228199634544	1.0	0.781887755102	0.881332973906	28.4227891264	28.4604989415	12.7279220614	4.79388306555	4.12310562562	27.0	27.6728357147	-32.1211506336	93.49	0.947449768161	1	1	82.1549755302	797.978792822	220
2	221	596	192.0	797.0	1.00083859908	0.232190453064	1.0	0.78835978836	0.911182841768	27.9643695413	27.8028775489	13.3416640641	4.86981852128	4.12310562562	26.0	27.2001128755	41.2025733056	90.662	0.954363490793	1	1	192.298657718	797.187919463	221
2	222	575	635.0	796.0	1.01888654311	0.469662108273	1.0	0.760582010582	0.830995471684	28.9834259402	28.231188427	11.6619037897	4.55126367523	4.0	24.6657657493	25.5879089513	79.0942152264	93.248	0.937245313773	1	1	634.434782609	797.32	222
2	223	730	687.0	799.0	1.00171172174	0.311647105105	1.0	0.784946236559	0.933216328784	31.3013801334	31.0483493925	14.7648230602	5.3659499763	5.0	28.9913780286	29.7425062087	-83.6246848213	99.146	0.963696369637	1	1	687.247945205	799.149315068	223
2	224	645	138.0	800.0	1.00214080249	0.195988109585	1.0	0.76694411415	0.899913037836	28.990955694	29.1547594742	13.3416640641	4.97461988953	4.24264068712	27.8915968792	28.428712988	81.3212966799	94.904	0.946441672781	1	1	137.226356589	799.16124031	224
2	225	580	246.0	798.0	1.0016297517	0.25938874983	1.0	0.767195767196	0.91009942802	27.6939110695	27.3130005675	13.0	4.78612736037	4.12310562562	25.938388539	26.7460314166	53.3940273914	89.49	0.950819672131	1	1	246.489655172	798.131034483	225
2	226	580	521.0	800.0	1.00279585334	0.327728389321	1.0	0.79561042524	0.903142712788	28.0021341687	27.8028775489	13.0	4.79535536634	4.12310562562	25.4911749435	26.4556318708	36.9226617132	89.834	0.956306677659	1	1	521.784482759	800.179310345	226
3	1	838	137.0	25.0	1.01979299978	0.532160265025	1.0	0.750896057348	0.83988436652	35.6162532783	35.5105618091	14.8660687473	5.49230158071	5.0	29.8969494465	30.1542743014	-71.5276560228	111.974	0.946357989836	1	1	136.756563246	25.508353222	1
3	2	917	247.0	26.0	1.00083031499	0.237178391895	1.0	0.793252595156	0.9095174395	34.6845620452	34.7131099154	16.4012194669	5.94474122178	5.09901951359	33.0	33.6948767017	50.8599847272	112.56	0.959706959707	1	1	246.938931298	26.4122137405	2
3	3	843	413.0	25.0	1.01141472303	0.408319241272	1.0	0.776958525346	0.830004461825	34.4270458432	34.7131099154	15.0	5.52750117136	5.0	30.0	31.4263568378	78.2379531388	112.974	0.946659180236	1	1	412.824436536	26.0889679715	3
3	4	928	467.0	28.0	1.00097079213	0.276712586994	1.0	0.779831932773	0.91648263492	35.0776295189	35.1140997322	16.7630546142	6.00689754444	5.09901951359	33.0	33.7079437552	63.9628585448	112.802	0.962156557802	1	1	467.206896552	27.744612069	4
3	5	874	687.0	27.0	0.999928319461	0.115031799709	1.0	0.802571166208	0.931926426973	33.4801759906	33.5261092285	16.5529453572	5.87042041817	5.0	32.0	33.2579282125	65.0001838652	108.56	0.968421052632	1	1	687.0	27.0091533181	5
3	6	867	742.0	28.0	1.00085814296	0.265623845198	1.0	0.772727272727	0.910520226116	33.8536153102	33.6005952328	16.1245154966	5.79474334171	5.0	31.8198051534	32.6374833006	51.9832195044	109.388	0.960132890365	1	1	741.767012687	27.4982698962	6
3	7	997	28.0	29.0	1.00018405561	0.212956960704	1.0	0.79126984127	0.918342035431	36.0491672142	35.8050275799	17.4642491966	6.21182432929	5.38516480713	34.0	35.2222563087	10.5508375895	116.802	0.965150048403	1	1	27.6760280843	29.0762286861	7
3	8	755	82.0	27.0	1.00217623862	0.320904790098	1.0	0.786458333333	0.895967594661	31.8876542121	31.7804971641	14.8660687473	5.40912066606	5.0	29.0	30.2011627036	85.0085607135	102.904	0.957514267597	1	1	82.3509933775	27.1165562914	8
3	9	784	193.0	28.0	1.00129424083	0.301362585953	1.0	0.790322580645	0.89524484782	32.374591015	32.0156211872	15.1327459504	5.52764922998	5.0	30.0	30.8694839145	79.2815376964	104.904	0.959021406728	1	1	192.705357143	27.3941326531	9
3	10	789	359.0	27.0	1.00330080878	0.170208345715	1.0	0.7705078125	0.859756284372	31.995681356	32.2800247831	15.0	5.42191983104	5.0	30.5125447089	31.5288035002	86.8746341152	107.388	0.944910179641	1	1	358.755386565	27.3460076046	10
3	11	1001	632.0	30.0	1.00085308522	0.199650929763	1.0	0.77237654321	0.900101366174	36.0826272661	35.8468966579	17.0293863659	6.19317450755	5.38516480713	34.5277905003	35.3561788348	-22.4907720167	118.216	0.958353279081	1	1	632.31968032	29.3976023976	11
3	12	680	301.0	27.0	1.00237721492	0.323289403364	1.0	0.731182795699	0.859111870919	30.2826700215	30.0166620396	13.8924439894	5.13155443197	4.472135955	27.5771644663	28.6564949883	30.3261824783	99.732	0.943134535368	1	1	302.036764706	27.6205882353	12
3	13	701	522.0	27.0	1.00221525972	0.351534313447	1.0	0.779755283648	0.900534114252	30.8984726693	30.5941170816	14.4222051019	5.25600209203	4.472135955	28.0	28.9263775826	22.9819283446	98.904	0.957650273224	1	1	522.329529244	27.14978602	13
3	14	649	577.0	29.0	1.00428222032	0.295858279206	1.0	0.771700356718	0.905493893885	29.4828296963	29.5296461205	13.0	4.9668805387	4.24264068712	27.5046695911	28.1629378209	79.2423079852	94.904	0.946754194019	1	1	576.927580894	27.1895223421	14
3	15	403	801.0	32.0	1.16681318406	0.481888913091	1.0	0.62	0.309561296576	26.061841838	25.7099202644	8.94427191	3.11330759631	2.82842712475	24.0	22.83622809	-83.6484989817	127.904	0.764705882353	1	1	799.337468983	29.3697270471	15
3	16	946	138.0	80.0	1.0102200901	0.493426660426	1.0	0.774774774775	0.89285247882	37.2297379424	37.3630833845	16.1245154966	5.97590649557	5.09901951359	31.9669300275	32.3819571727	77.2745649905	115.388	0.959918822933	1	1	138.083509514	81.0391120507	16
3	17	1117	304.0	83.0	1.00244449324	0.346194484469	1.0	0.774081774082	0.906186111326	38.943683554	39.0512483795	18.0277563773	6.52346055026	5.83095189485	36.0	36.5355139521	-83.331753477	124.458	0.965010799136	1	1	303.582811101	83.2399283796	17
3	18	1013	522.0	82.0	1.00278176068	0.365824466372	1.0	0.782239382239	0.901927866815	37.2359843491	37.1079506306	17.2626765016	6.22802520118	5.38516480713	33.988233258	34.6549298958	84.6419215047	118.802	0.964302712994	1	1	522.18065153	82.1431391905	18
3	19	961	82.0	82.0	1.00224878451	0.35249482091	1.0	0.785130718954	0.916292946604	36.167967705	36.0555127546	17.0	6.0887051887	5.38516480713	33.0	33.8464820008	77.4822869298	114.802	0.963408521303	1	1	82.1935483871	82.3152965661	19
3	20	932	633.0	83.0	1.00165853691	0.303827591225	1.0	0.783193277311	0.910943804148	35.3097542442	35.5105618091	16.7630546142	6.00542282334	5.09901951359	33.0	33.6405573118	70.1489618278	113.388	0.962809917355	1	1	632.963519313	82.4731759657	20
3	21	876	192.0	82.0	1.00846637585	0.476515922327	1.0	0.782142857143	0.910193913394	35.6326887011	35.3553390593	15.5241746963	5.7830627486	5.0	30.6740933036	31.3270427247	69.3505061813	109.974	0.960526315789	1	1	192.313926941	82.7340182648	21
3	22	766	246.0	81.0	1.00328330663	0.359852233376	1.0	0.772177419355	0.904760959008	32.3630163125	32.2024843762	14.8660687473	5.43603722577	5.0	29.6984848098	30.1949954774	36.7527702121	103.146	0.955112219451	1	1	246.507832898	81.318537859	22
3	23	809	358.0	84.0	1.00548204269	0.391964050439	1.0	0.767552182163	0.878732721382	33.5094969878	33.3766385366	15.0	5.56215729358	5.0	30.0	30.828084937	83.8900629908	107.56	0.957963291889	1	1	357.611866502	83.0160692213	23
3	24	877	740.0	84.0	1.01493359516	0.288632761045	1.0	0.758650519031	0.799764367203	34.3994985317	34.205262753	14.4222051019	5.39553987592	5.0	32.6823795192	32.935451844	73.0110028737	117.388	0.934469898775	1	1	742.058152794	82.7993158495	24
3	25	903	28.0	83.0	1.00043519098	0.226397930481	1.0	0.804812834225	0.908955179953	34.3685859964	34.205262753	16.4924225025	5.92920766153	5.0	32.0	33.4762020593	-86.7675008469	111.732	0.964228510411	1	1	27.8803986711	83.4186046512	25
3	26	837	578.0	83.0	1.00003851954	0.166949762161	1.0	0.792613636364	0.926289835392	32.8890728619	32.5576411922	15.8113883008	5.7265275342	5.0	31.0	32.4274879952	85.6586167837	106.56	0.963730569948	1	1	577.53046595	82.9295101553	26
3	27	833	688.0	83.0	1.00080235422	0.266575788339	1.0	0.788825757576	0.911807038743	33.1885305282	32.9848450049	15.6204993518	5.69386260709	5.0	31.0	31.9875690278	-63.2104581546	107.146	0.96023054755	1	1	687.611044418	82.8055222089	27
3	28	741	413.0	82.0	1.00017654357	0.189181369105	1.0	0.796774193548	0.925273963377	31.0156375026	30.8058436015	14.7648230602	5.41646259311	5.0	29.0	30.4555621462	-74.5292530783	100.318	0.963589076723	1	1	412.48582996	82.7435897436	28
3	29	794	797.0	84.0	1.00205999061	0.33859204868	1.0	0.7761485826	0.89251900349	32.7974768638	32.5729949498	15.2970585408	5.54924065919	5.0	30.0	30.8602372574	-75.2924106662	105.732	0.95490078172	1	1	797.146095718	83.774559194	29
3	30	762	467.0	84.0	1.00004841878	0.178176297991	1.0	0.792924037461	0.914662240004	31.4163890914	31.304951685	15.5241746963	5.48320154985	5.0	29.6984848098	30.9136822769	47.6401805765	102.318	0.960907944515	1	1	466.901574803	83.8989501312	30
3	31	910	688.0	136.0	1.00091589437	0.276260547625	1.0	0.787197231834	0.921667861745	34.7335083983	34.4818792991	16.4012194669	5.94545118541	5.09901951359	32.5269119346	33.3817768073	36.4532894877	111.388	0.962962962963	1	1	687.668131868	136.08021978	31
3	32	850	28.0	137.0	1.0004152051	0.238211386835	1.0	0.780532598714	0.916200255786	33.3943271117	33.2415402772	16.0312195419	5.75523525942	5.0	31.7521652805	32.4330156856	67.5245329416	107.974	0.96208262592	1	1	27.8564705882	137.115294118	32
3	33	921	135.0	137.0	1.00048053438	0.241586956629	1.0	0.796712802768	0.913484800196	34.7727436634	34.6698716467	16.4924225025	5.98631268787	5.09901951359	33.0	33.7427462927	51.5710854427	112.56	0.963893249608	1	1	135.543973941	137.510314875	33
3	34	767	248.0	136.0	1.00203480515	0.260358816481	1.0	0.773185483871	0.885700161261	31.8430393805	32.0156211872	14.8660687473	5.41824891882	5.0	30.0	30.7448344045	-70.5655009576	104.318	0.951612903226	1	1	247.825293351	136.530638853	34
3	35	984	412.0	139.0	1.00057439167	0.241093316529	1.0	0.780952380952	0.906367665862	35.9386020452	35.6931365951	17.2046505341	6.16737950748	5.38516480713	34.0	34.8784829536	67.8129269681	116.802	0.963761018609	1	1	411.981707317	138.567073171	35
3	36	880	522.0	138.0	1.00071065719	0.171543909498	1.0	0.76124567474	0.884694629566	33.7454918832	33.6154726279	16.1245154966	5.81450992504	5.0	32.5269119346	33.2452647444	73.7445397215	111.802	0.955483170467	1	1	522.165909091	137.798863636	36
3	37	795	303.0	137.0	1.00080515213	0.278975416676	1.0	0.801411290323	0.928434969809	32.4819726926	32.2490309932	15.5241746963	5.59917940344	5.0	30.0	31.1923813292	-24.6956432438	103.732	0.964805825243	1	1	302.59245283	136.991194969	37
3	38	830	358.0	138.0	1.00121383784	0.27340576405	1.0	0.785984848485	0.928729631526	33.1673984331	33.2415402772	15.8113883008	5.70657036219	5.0	31.0	31.9036805234	-70.5232342723	105.974	0.96511627907	1	1	357.745783133	138.153012048	38
3	39	906	796.0	138.0	1.00066119652	0.168834175022	1.0	0.807486631016	0.921616807682	34.2301190763	34.4093010682	16.7630546142	5.934271684	5.09901951359	32.0	33.7387275768	-20.3162811214	111.146	0.96537027171	1	1	796.214128035	137.933774834	39
3	40	732	190.0	137.0	1.00572218302	0.290540128742	1.0	0.761706555671	0.87039786547	31.3022232415	30.8058436015	14.1421356237	5.21584766085	4.472135955	29.6984848098	29.9519332317	10.2523204146	102.802	0.943298969072	1	1	189.709016393	138.0	40
3	41	758	468.0	139.0	1.00118337667	0.21371455009	1.0	0.788761706556	0.909860863416	31.4633051519	31.4006369362	15.0	5.41270238205	5.0	29.9633108985	30.7363817206	48.9889523377	102.318	0.957070707071	1	1	467.799472296	138.294195251	41
3	42	744	632.0	138.0	1.00062964481	0.251787188178	1.0	0.8	0.907687374281	31.3059559494	31.0483493925	14.5602197786	5.4089272112	5.0	29.0	30.2973602692	86.4251885604	101.49	0.96	1	1	632.376344086	137.985215054	42
3	43	821	742.0	139.0	1.00184884983	0.33419682803	1.0	0.777462121212	0.918659069256	33.31918585	33.2415402772	15.5241746963	5.65013458253	5.0	30.8577380895	31.4034427871	24.2796729609	105.974	0.96079578701	1	1	741.827040195	138.645554202	43
3	44	733	82.0	139.0	1.00214132565	0.346797288662	1.0	0.788172043011	0.926072060859	31.5646640479	31.384709653	14.7648230602	5.37289714832	5.0	28.9913780286	29.6057643115	-66.4343605875	99.732	0.961942257218	1	1	82.2769440655	138.89904502	44
3	45	701	577.0	140.0	1.0002183765	0.190818075876	1.0	0.778888888889	0.911300924847	30.1749249697	30.0	14.4222051019	5.25527449997	4.472135955	28.9913780286	29.6204733466	62.0513037285	98.318	0.957650273224	1	1	577.216833096	139.77318117	45
3	46	92	609.0	169.0	1.13313712175	0.726706025444	1.0	0.707692307692	0.761344926917	13.5049898864	12.6491106407	4.12310562562	1.96909229919	2.0	9.0	9.27723363541	-7.23923513497	38.968	0.906403940887	0	0	610.130434783	168.0	46
3	47	1042	137.0	193.0	1.00449328219	0.401582369172	1.0	0.783458646617	0.923979978321	38.0769022284	37.8549864615	17.4642491966	6.32028272602	5.65685424949	34.0	34.8716993671	84.2134695434	119.044	0.966604823748	1	1	136.923224568	192.926103647	47
3	48	1051	576.0	192.0	1.00063688582	0.22533388432	1.0	0.789039039039	0.905032824781	37.0698117074	37.2155881319	17.691806013	6.35747943782	5.65685424949	35.0	36.1164355472	66.0695959954	120.802	0.963778083448	1	1	576.329210276	192.319695528	48
3	49	1097	634.0	193.0	1.00072987406	0.260556527965	1.0	0.780227596017	0.910532830577	38.0393849409	37.6563407675	18.1107702763	6.49233196885	5.83095189485	36.0	36.7254510821	78.5214888064	123.044	0.963971880492	1	1	633.771194166	192.397447584	49
3	50	881	246.0	195.0	1.00963537071	0.143092048787	1.0	0.762770562771	0.819698094271	33.8376375017	34.4093010682	14.8660687473	5.53749337517	5.0	32.0	33.4894273815	-69.2511908992	116.216	0.942245989305	1	1	246.817253121	193.604994325	50
3	51	723	300.0	190.0	1.00770378849	0.220733953292	1.0	0.752341311134	0.801180752414	30.8542458681	31.4006369362	13.6014705087	5.08725239542	4.472135955	28.9913780286	30.0931967843	36.1114051702	106.49	0.93531694696	1	1	301.443983402	190.822959889	51
3	52	945	467.0	194.0	1.00372547471	0.309078851955	1.0	0.794117647059	0.87406271526	35.6211084345	36.235341864	16.5529453572	5.94202467047	5.09901951359	33.0	33.8769712754	61.0834618291	116.56	0.956477732794	1	1	466.91005291	193.176719577	52
3	53	901	687.0	193.0	1.00063973348	0.242490547002	1.0	0.80303030303	0.926272125515	34.4007732702	34.205262753	16.6433169771	5.93153094949	5.0	32.0	33.3740398288	66.1141854428	110.56	0.966738197425	1	1	686.981132075	192.764705882	53
3	54	948	794.0	192.0	1.0073160016	0.336142637319	1.0	0.753577106518	0.818667492254	35.9060100781	36.6742416418	16.4924225025	5.83533891441	5.0	33.0	33.8166784535	4.64016554314	120.63	0.942814520139	1	1	795.146624473	192.168776371	54
3	55	838	28.0	193.0	1.00050134722	0.23456180398	1.0	0.793560606061	0.92739651381	33.1451596392	32.8937684068	15.8113883008	5.73826776918	5.0	31.0	32.2204497505	66.2014425971	106.56	0.964881980426	1	1	27.6109785203	192.577565632	55
3	56	745	81.0	193.0	1.00117727046	0.284037388538	1.0	0.776041666667	0.904588311101	31.4762061975	31.3209195267	14.8660687473	5.41088563229	5.0	29.0	30.1798021427	-87.7767729674	101.732	0.958815958816	1	1	81.2939597315	192.344966443	56
3	57	763	357.0	192.0	1.00096521247	0.175629825076	1.0	0.793964620187	0.895236185501	31.4441009695	31.3209195267	15.0	5.45844299412	5.0	30.0	30.9553426255	80.8628790182	103.49	0.958542713568	1	1	356.55570118	191.777195282	57
3	58	764	522.0	192.0	1.00103179538	0.282743603985	1.0	0.795005202914	0.927658348565	31.865430142	31.6227766017	15.0	5.48797262752	5.0	29.6984848098	30.5651779816	34.4063928515	101.732	0.96403785489	1	1	521.946335079	191.697643979	58
3	59	860	742.0	192.0	1.00117634894	0.196707991439	1.0	0.78971533517	0.907178328348	33.4473842301	33.3016516107	15.8113883008	5.74985394795	5.0	32.0	32.7938932055	64.4954652956	109.146	0.959821428571	1	1	742.404651163	192.611627907	59
3	60	668	412.0	192.0	1.00938906997	0.486450983893	1.0	0.798088410992	0.898410404874	31.2273750462	30.5941170816	13.6014705087	5.1078901608	4.472135955	26.0	27.2836033046	2.84695505134	96.662	0.959081119885	1	1	411.72754491	191.866766467	60
3	61	753	192.0	195.0	1.00162559722	0.297175863213	1.0	0.809677419355	0.918667463486	31.7144464288	31.384709653	15.0	5.44668604239	5.0	29.0	30.281675326	75.5518703585	101.49	0.963531669866	1	1	192.003984064	195.002656042	61
3	62	973	578.0	247.0	1.00068555507	0.267847661958	1.0	0.772222222222	0.914495668961	35.8656412002	35.5105618091	17.2046505341	6.12895585193	5.38516480713	33.941125497	34.5551564284	69.1449750462	115.63	0.962413452028	1	1	577.885919836	246.696813977	62
3	63	1005	632.0	248.0	1.00268059997	0.352243692448	1.0	0.776061776062	0.894805040621	36.9906690961	36.8781778292	17.1172427686	6.19595109654	5.38516480713	34.0	34.6198749237	82.6573665757	118.802	0.961262553802	1	1	631.985074627	247.525373134	63
3	64	914	28.0	247.0	1.00055192654	0.168790786503	1.0	0.768067226891	0.875165219642	34.3784920905	34.5253530033	16.4924225025	5.92720022117	5.09901951359	33.0	33.8852260903	-86.5451484698	114.56	0.956567242282	1	1	27.5021881838	247.230853392	64
3	65	965	83.0	247.0	1.00055055464	0.209164604343	1.0	0.787755102041	0.920106861054	35.4594444684	35.1710107901	17.0	6.11088819206	5.38516480713	33.941125497	34.6750974011	-51.1057617415	114.802	0.965	1	1	82.9409326425	247.419689119	65
3	66	929	467.0	247.0	1.00443952379	0.407516847834	1.0	0.780672268908	0.917470223966	36.0046353812	35.8468966579	16.2788205961	5.99367488761	5.09901951359	31.8198051534	32.8793498143	52.0570150831	112.802	0.964193046186	1	1	467.385360603	247.65123789	66
3	67	920	301.0	248.0	1.00043577651	0.148800710585	1.0	0.795847750865	0.912492960022	34.433441287	34.205262753	16.7630546142	5.96182538052	5.09901951359	33.0	34.0501008336	50.9543030639	112.56	0.963855421687	1	1	301.141304348	247.714130435	67
3	68	822	357.0	246.0	1.00424559606	0.391479867159	1.0	0.803519061584	0.923993225276	33.752689208	33.2866339542	15.2315462117	5.64898117597	5.0	30.0	31.0587747952	62.4651890665	105.732	0.965922444183	1	1	357.138686131	246.757907543	68
3	69	843	523.0	248.0	1.00330147939	0.339318844075	1.0	0.774816176471	0.898871828305	33.8166516996	33.6154726279	15.5563491861	5.66124837988	5.0	31.0	31.8103578035	68.932344978	108.56	0.956867196368	1	1	522.830367734	247.908659549	69
3	70	930	741.0	247.0	1.0034989655	0.270613448122	1.0	0.781512605042	0.918457813012	35.129030319	35.1710107901	16.1245154966	5.93528608783	5.0495097568	32.6465924715	33.8182991573	-72.8151057153	112.802	0.962732919255	1	1	741.250537634	248.064516129	70
3	71	837	192.0	248.0	1.00114465781	0.168980990232	1.0	0.768595041322	0.885705899042	32.9128984401	33.0151480384	15.8113883008	5.68787843515	5.0	31.7528920548	32.4395882622	-32.4918899063	108.974	0.955479452055	1	1	192.262843489	247.53046595	71
3	72	876	247.0	248.0	1.00035185614	0.132350459984	1.0	0.780748663102	0.929908490204	33.5616354616	33.5410196625	16.2788205961	5.84549519134	5.0	31.8198051534	33.2663932218	-9.83574939542	108.802	0.964226747386	1	1	247.432648402	247.979452055	72
3	73	828	688.0	249.0	1.00200958273	0.334945496377	1.0	0.785578747628	0.916329729635	33.467626973	33.2415402772	15.8113883008	5.68069958992	5.0	30.0	31.5344533129	89.0189585739	106.56	0.962231260895	1	1	687.972222222	248.502415459	73
3	74	719	138.0	249.0	1.0042120387	0.391398491727	1.0	0.77311827957	0.908384463516	31.5725874469	31.384709653	14.1421356237	5.29187083715	5.0	28.621670112	29.0537671165	68.0466221991	99.732	0.955481727575	1	1	137.293463143	248.147426982	74
3	75	781	410.0	248.0	1.01146260047	0.312393465192	1.0	0.763440860215	0.801426812263	32.5336730851	33.1209903234	14.1421356237	5.24523374089	5.0	30.0	30.9054538531	11.4170067048	110.662	0.935329341317	1	1	411.197183099	248.66709347	75
3	76	385	798.0	244.0	1.02827287317	0.402992029244	1.0	0.697463768116	0.692374654105	23.462749744	24.0831891576	9.8488578018	3.6985231361	3.16227766017	21.466252584	21.4731904027	-25.1070828458	83.592	0.885057471264	1	1	797.462337662	245.124675325	76
3	77	925	83.0	303.0	1.0010941482	0.27362019671	1.0	0.77731092437	0.92308571203	35.0077104032	34.5398320783	16.5529453572	6.00142093973	5.09901951359	32.5269119346	33.671739784	-36.9668935993	112.216	0.964546402503	1	1	82.7643243243	302.782702703	77
3	78	827	138.0	303.0	1.00424955366	0.400946851102	1.0	0.784629981025	0.935692283713	33.923918364	33.7342555869	15.5241746963	5.68983577744	5.0	30.0	31.0777462833	89.7178705063	105.388	0.966121495327	1	1	138.053204353	302.723095526	78
3	79	862	358.0	302.0	1.00198438343	0.334891145356	1.0	0.791551882461	0.929134847633	34.1451076394	34.1760149813	15.8113883008	5.80256471909	5.0	31.1126983722	32.1734606502	53.4694290412	107.974	0.965285554311	1	1	358.024361949	302.11136891	79
3	80	905	413.0	303.0	1.0008113786	0.264642364295	1.0	0.760504201681	0.887243506285	34.5799841672	34.2344855372	16.5529453572	5.92208296105	5.09901951359	32.5269119346	33.3470911294	47.2304399706	113.216	0.958686440678	1	1	412.801104972	302.897237569	80
3	81	913	521.0	302.0	1.00297912794	0.366305700433	1.0	0.767226890756	0.901668799226	35.3621171959	35.0	16.4924225025	5.92365803629	5.09901951359	32.199378876	32.9042578261	61.0175593449	112.802	0.959537572254	1	1	521.481927711	302.803943045	81
3	82	867	576.0	302.0	1.00128576036	0.270897496344	1.0	0.772727272727	0.910520226116	33.8856793772	33.6154726279	16.1554944214	5.78444960845	5.0	31.8198051534	32.618632827	-37.5093008253	109.388	0.95960154953	1	1	576.230680507	301.855824683	82
3	83	809	633.0	302.0	1.00295346099	0.3777543052	1.0	0.790811339198	0.919544760421	33.3687835485	32.9848450049	15.2970585408	5.61984216235	5.0	30.0	30.8963526489	66.8587987434	105.146	0.96252230815	1	1	633.205191595	302.088998764	83
3	84	854	741.0	305.0	1.0197204545	0.212880120861	1.0	0.739393939394	0.707664020038	33.694163793	34.6698716467	13.6014705087	5.16986038979	4.472135955	32.0	32.9218371376	-12.6234948346	123.146	0.917293233083	1	1	742.847775176	303.370023419	84
3	85	729	688.0	303.0	1.00095592328	0.215815128301	1.0	0.783870967742	0.90282271779	30.8610512017	30.6757233004	14.5602197786	5.36623815092	5.0	29.0	30.1337871603	85.2046214183	100.732	0.959210526316	1	1	688.267489712	302.632373114	85
3	86	801	797.0	303.0	1.00062434846	0.188466700762	1.0	0.7822265625	0.910451610751	32.2480672673	32.0156211872	15.2643375225	5.57416220041	5.0	31.0	31.6701683782	-67.416827893	105.146	0.958133971292	1	1	796.958801498	302.514357054	86
3	87	808	192.0	304.0	1.00109433514	0.281694473493	1.0	0.814516129032	0.933045280703	32.7633935807	32.8937684068	15.8113883008	5.64211941632	5.0	30.0	31.436612275	71.9057955341	104.318	0.967085577499	1	1	191.981435644	303.70049505	87
3	88	887	469.0	305.0	1.00982141822	0.417258027072	1.0	0.817511520737	0.892849661814	35.3549906519	36.4005494464	16.0	5.77162195349	5.0	30.0	32.1301933823	78.7123641569	111.732	0.960996749729	1	1	468.507328072	304.94475761	88
3	89	955	27.0	306.0	1.00145098056	0.313432170134	1.0	0.802521008403	0.923850407618	35.7935592646	35.8468966579	16.7630546142	6.08530433134	5.38516480713	33.0	33.9899429708	68.4980674168	113.974	0.966110268083	1	1	27.4083769634	306.254450262	89
3	90	756	249.0	305.0	1.00364427003	0.162825665713	1.0	0.73828125	0.859302643855	31.3072703586	31.4006369362	14.2126704036	5.29876794346	5.0	29.6984848098	30.8894702912	-28.5797108138	105.146	0.943231441048	1	1	247.712962963	304.623015873	90
3	91	751	302.0	304.0	1.00015691705	0.201056958306	1.0	0.781477627471	0.922470265165	31.2601662835	31.0483493925	15.2970585408	5.435601463	5.0	29.6984848098	30.6218196965	-77.3369212725	101.146	0.959131545338	1	1	301.96804261	304.069241012	91
3	92	1022	412.0	357.0	1.00417373499	0.389103202507	1.0	0.767267267267	0.915233626301	37.6039331792	37.2155881319	17.0	6.2283467725	5.38516480713	33.941125497	34.6405239925	-54.6516350304	118.458	0.962335216573	1	1	412.528375734	357.032289628	92
3	93	1012	577.0	357.0	1.00039768166	0.150183106313	1.0	0.780864197531	0.909992589978	36.1125229308	36.0555127546	17.4642491966	6.2432842307	5.38516480713	34.882660449	35.7029418845	-71.6146956827	118.216	0.962434617214	1	1	576.931818182	356.896245059	93
3	94	931	687.0	357.0	1.00162736597	0.266251710555	1.0	0.782352941176	0.9006332246	35.09384039	35.3553390593	16.4012194669	5.96432127613	5.09901951359	33.0	33.8270768422	-81.5864200718	113.974	0.959299330242	1	1	687.291084855	357.13641246	94
